,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Cluster Label,Rating,Tips Count
156,Upper East Side,40.775638573301805,-73.96050763135,Orsay,40.77242347784402,-73.96069870245756,French Restaurant,4408540af964a52055301fe3,-1,8.2,45
157,Upper East Side,40.775638573301805,-73.96050763135,Pig Heaven,40.7754503,-73.95683919999999,Chinese Restaurant,5465906e498e0cb221c063e1,-1,7.9,17
158,Upper East Side,40.775638573301805,-73.96050763135,The Simone,40.776918,-73.956911,French Restaurant,533b5715498ee1e90e846e1d,-1,8.0,11
159,Upper East Side,40.775638573301805,-73.96050763135,Caffe Buon Gusto - Manhattan,40.77249848070456,-73.9569944284568,Italian Restaurant,4a6133a6f964a52015c21fe3,-1,8.7,40
160,Upper East Side,40.775638573301805,-73.96050763135,Beyond Sushi,40.775317,-73.956347,Vegetarian / Vegan Restaurant,5ec3cce653d47d0008072ed0,-1,7.9,2
161,Upper East Side,40.775638573301805,-73.96050763135,William Poll,40.772115,-73.960711,American Restaurant,4ba0f51bf964a520118a37e3,-1,8.1,5
162,Upper East Side,40.775638573301805,-73.96050763135,Amber,40.77498498304562,-73.95692819050043,Sushi Restaurant,4aa29d9cf964a520f94120e3,-1,7.6,32
163,Upper East Side,40.775638573301805,-73.96050763135,Due,40.77463381076971,-73.95711571128724,Italian Restaurant,3fd66200f964a520a0e91ee3,-1,7.6,14
164,Upper East Side,40.775638573301805,-73.96050763135,Quattro Gatti Ristorante,40.77544949660189,-73.95597669103729,Italian Restaurant,4b5260e2f964a520587a27e3,-1,7.9,10
165,Upper East Side,40.775638573301805,-73.96050763135,Sojourn,40.773367,-73.955511,Tapas Restaurant,4be1fe8b660ec9282567c83b,-1,8.3,79
166,Upper East Side,40.775638573301805,-73.96050763135,Thai @ Lex,40.77811,-73.95672,Thai Restaurant,4fdfd421e4b0709249b13d50,-1,7.8,17
167,Upper East Side,40.775638573301805,-73.96050763135,Mezzaluna Restaurants,40.771352488755774,-73.95968198776245,Italian Restaurant,4a78f65ef964a520b7e61fe3,-1,7.9,22
168,Upper East Side,40.775638573301805,-73.96050763135,Tandoor Oven,40.7771396,-73.9556964,North Indian Restaurant,4ae38e30f964a520999621e3,-1,7.8,28
169,Yorkville,40.77592984988488,-73.94711784471826,Peng's Noodle Folk,40.77725764842952,-73.94911007213871,Asian Restaurant,579fb23f498e7f9f1b7bd04c,1,8.3,22
170,Yorkville,40.77592984988488,-73.94711784471826,Nica Trattoria,40.77568845803143,-73.95057000240742,Italian Restaurant,4b623700f964a520a83c2ae3,1,8.5,19
171,Yorkville,40.77592984988488,-73.94711784471826,Felice 83,40.77486666568879,-73.950868085548,Italian Restaurant,4e4078922271a89dd083d07e,1,8.7,39
172,Yorkville,40.77592984988488,-73.94711784471826,PuTawn Local Thai Kitchen,40.77459861106953,-73.95104174611885,Thai Restaurant,57f81d9e498e82d3766ccce8,1,9.0,9
173,Yorkville,40.77592984988488,-73.94711784471826,Poke Restaurant,40.77650835249341,-73.95054836908128,Sushi Restaurant,4a0d5a23f964a52077751fe3,1,8.3,73
174,Yorkville,40.77592984988488,-73.94711784471826,Chez Nick,40.77889251708984,-73.94532012939453,New American Restaurant,5e61c21f2d8a6a0008bca747,-1,8.9,2
175,Yorkville,40.77592984988488,-73.94711784471826,83 1/2,40.77520589574406,-73.95123198330161,Italian Restaurant,504bb0fae4b0d1cf33ca07d0,1,8.5,22
176,Yorkville,40.77592984988488,-73.94711784471826,Pho Shop,40.77866925705594,-73.94811064915139,Vietnamese Restaurant,57cde924498e8a03be8925a9,-1,8.2,18
177,Yorkville,40.77592984988488,-73.94711784471826,Maz Mezcal,40.77760379851887,-73.95098240705548,Mexican Restaurant,49f33ef2f964a520766a1fe3,1,8.4,58
178,Yorkville,40.77592984988488,-73.94711784471826,Conmigo,40.777759891371495,-73.94876442340068,Mexican Restaurant,59125f8189e4907f68b07815,1,7.8,14
179,Yorkville,40.77592984988488,-73.94711784471826,Inase Sushi,40.77460731028703,-73.95099236513252,Japanese Restaurant,4bc11982b492d13ad88fa560,1,8.1,11
180,Yorkville,40.77592984988488,-73.94711784471826,Heidelberg Restaurant,40.77753193843934,-73.95197880439615,German Restaurant,439e1fd8f964a520092c1fe3,1,8.8,104
181,Yorkville,40.77592984988488,-73.94711784471826,Elio's,40.7767829340134,-73.95273640751839,Italian Restaurant,4b981d9af964a520802d35e3,1,9.1,49
182,Yorkville,40.77592984988488,-73.94711784471826,Italianissimo Ristorante,40.77635051699617,-73.95217891729662,Italian Restaurant,4b651459f964a52030e32ae3,1,8.4,14
183,Yorkville,40.77592984988488,-73.94711784471826,Pio Pio,40.77988708028212,-73.94720193653723,Peruvian Restaurant,4a1a1373f964a5207e7a1fe3,-1,8.5,73
184,Yorkville,40.77592984988488,-73.94711784471826,Sushi Suki,40.774487478793816,-73.94821073470443,Sushi Restaurant,4a9b12eef964a5204e3420e3,-1,7.3,20
185,Yorkville,40.77592984988488,-73.94711784471826,Cafe D'Alsace,40.77915220371584,-73.95106941461563,French Restaurant,467ffefcf964a52019481fe3,1,8.7,174
186,Yorkville,40.77592984988488,-73.94711784471826,Ichiro,40.778901,-73.950843,Japanese Restaurant,4b3fdfc8f964a5200ab125e3,1,8.3,51
187,Yorkville,40.77592984988488,-73.94711784471826,Sabor a Mexico,40.77969059162157,-73.94735381055648,Mexican Restaurant,4c1fbbd9b4e62d7f2c19e093,-1,8.0,22
188,Yorkville,40.77592984988488,-73.94711784471826,Donguri Restaurant,40.77567809157289,-73.95247826645596,Japanese Restaurant,4bd0fe22a8b3a593a123655f,1,8.1,29
189,Yorkville,40.77592984988488,-73.94711784471826,Vietnaam,40.77919770424128,-73.95073107424153,Vietnamese Restaurant,52e54ed3498ed43181ee85b0,1,8.1,52
190,Yorkville,40.77592984988488,-73.94711784471826,Sumela Mediterranean Cafe & Grill,40.77511653246908,-73.95064219716679,Turkish Restaurant,598085d9ee628b12e387482a,1,7.3,3
191,Yorkville,40.77592984988488,-73.94711784471826,Arturo's,40.77532146301959,-73.94766206824356,Italian Restaurant,4a84af7ff964a52055fd1fe3,-1,7.0,20
192,Yorkville,40.77592984988488,-73.94711784471826,Noodle Fun,40.77979478073368,-73.94745425283135,Chinese Restaurant,536e6f06498eaee664b4938e,-1,7.5,7
193,Yorkville,40.77592984988488,-73.94711784471826,Yuko,40.772758047804,-73.94952703727317,Sushi Restaurant,49c5558cf964a520f6561fe3,-1,7.4,9
194,Yorkville,40.77592984988488,-73.94711784471826,Ginos Pizzeria,40.775231503163006,-73.9513015269503,Italian Restaurant,4ad52027f964a5200a0221e3,1,7.2,24
195,Yorkville,40.77592984988488,-73.94711784471826,Yummy Sushi,40.78021411482104,-73.94701196956478,Sushi Restaurant,4bce0d1129d4b71315dca7dc,-1,7.5,6
196,Yorkville,40.77592984988488,-73.94711784471826,Hummus Kitchen,40.776372417174464,-73.95282795770578,Mediterranean Restaurant,4a355b56f964a520dc9c1fe3,1,7.5,53
197,Yorkville,40.77592984988488,-73.94711784471826,Pinocchio Ristorante,40.77985218985338,-73.94722321673736,Italian Restaurant,4bd223c941b9ef3b4770fde5,-1,7.3,13
198,Yorkville,40.77592984988488,-73.94711784471826,Thai Peppercorn,40.779893696620185,-73.94715535934127,Thai Restaurant,52533c3b498e4375c36738af,-1,7.2,18
199,Lenox Hill,40.76811265828733,-73.9588596881376,Mission Ceviche,40.769218,-73.957901,Restaurant,5d200a5f9661660023210e4c,-1,9.1,13
200,Lenox Hill,40.76811265828733,-73.9588596881376,Up Thai,40.76989759006919,-73.9575976933572,Thai Restaurant,52be229211d2aabfe6f24d20,-1,9.3,164
201,Lenox Hill,40.76811265828733,-73.9588596881376,Bohemian Spirit Restaurant,40.7691142,-73.9565393,Czech Restaurant,57116e43498ea9ddf52b2b60,-1,8.7,16
202,Lenox Hill,40.76811265828733,-73.9588596881376,Persepolis,40.76977157453949,-73.95761617804439,Middle Eastern Restaurant,4a11c8c7f964a52045771fe3,-1,8.0,35
203,Lenox Hill,40.76811265828733,-73.9588596881376,THEP Thai Restaurant,40.77074334700357,-73.95705953980662,Thai Restaurant,5997796d603d2a7019b8c58e,-1,9.0,25
204,Lenox Hill,40.76811265828733,-73.9588596881376,A La Turka,40.77012790729621,-73.9574354558078,Turkish Restaurant,4ba41023f964a520807d38e3,-1,8.0,40
205,Lenox Hill,40.76811265828733,-73.9588596881376,Afghan Kebab House II,40.76802139999999,-73.95915719999999,Afghan Restaurant,4b22ec71f964a520685024e3,-1,7.7,11
206,Lenox Hill,40.76811265828733,-73.9588596881376,Campagnola Restaurant,40.76891229915657,-73.95526786844196,Italian Restaurant,4b775e32f964a520a6952ee3,-1,8.2,37
207,Lenox Hill,40.76811265828733,-73.9588596881376,Kome Waza UES,40.765601636058776,-73.95740334822048,Japanese Restaurant,5aa1d85d5f68b931b6f5acda,-1,8.1,3
208,Lenox Hill,40.76811265828733,-73.9588596881376,Jean Claude II,40.767935,-73.959209,French Restaurant,4f5977dee4b0e4b75e4295d6,-1,7.6,10
209,Lenox Hill,40.76811265828733,-73.9588596881376,Chipotle Mexican Grill,40.76598662249607,-73.95704657423971,Mexican Restaurant,51fdb573498ea9380b61aa55,-1,7.8,10
210,Lenox Hill,40.76811265828733,-73.9588596881376,Boqueria,40.7715096,-73.956073,Spanish Restaurant,542a0b46498e786c48692618,-1,9.1,94
211,Lenox Hill,40.76811265828733,-73.9588596881376,Sushi Ishikawa,40.7687413369592,-73.95412577434611,Sushi Restaurant,593747b672475054e94bd3d4,-1,8.5,11
212,Lenox Hill,40.76811265828733,-73.9588596881376,Shanghai,40.768334,-73.958493,Chinese Restaurant,4ea5be4af5b9efc002cccdea,-1,7.5,8
213,Lenox Hill,40.76811265828733,-73.9588596881376,Oda House,40.768142,-73.95497,Eastern European Restaurant,5d02cb063731ee002c297fe9,-1,7.9,7
214,Lenox Hill,40.76811265828733,-73.9588596881376,Bigoi Venezia,40.76995154071836,-73.95748568997048,Italian Restaurant,596e2cd68496ca6c4dcde792,-1,7.5,4
215,Lenox Hill,40.76811265828733,-73.9588596881376,Delizia 73 Ristorante & Pizza,40.76873386522408,-73.95533009269842,Italian Restaurant,4b495fb4f964a520a36e26e3,-1,7.8,35
216,Lenox Hill,40.76811265828733,-73.9588596881376,Zawa,40.763977,-73.959188,Sushi Restaurant,59a0a55725fb7b0552213ca6,-1,9.0,9
217,Lenox Hill,40.76811265828733,-73.9588596881376,Sophie's Cuban Cuisine,40.76508835870189,-73.95754765013382,Cuban Restaurant,542c3100498e17795d2fc676,-1,8.1,12
218,Lenox Hill,40.76811265828733,-73.9588596881376,The Meatball Shop,40.77165010970168,-73.95626364966382,Italian Restaurant,51c9e3f9498e2cb9c31d19ff,-1,8.6,178
219,Lenox Hill,40.76811265828733,-73.9588596881376,Tanoshi Sushi,40.7676315,-73.9529638,Sushi Restaurant,501adf11e4b0d225f8788a03,-1,9.2,111
220,Lenox Hill,40.76811265828733,-73.9588596881376,Greek Eats,40.764407,-73.95878689999999,Greek Restaurant,54f6ef74498ef551d4d3aadc,-1,8.2,22
221,Lenox Hill,40.76811265828733,-73.9588596881376,Bella Blu,40.76924898445326,-73.96304867967362,Italian Restaurant,3fd66200f964a52075e91ee3,-1,7.9,26
222,Lenox Hill,40.76811265828733,-73.9588596881376,Gina La Fornarina,40.77091675653072,-73.96185609862519,Italian Restaurant,5365a69c498e43ca2718d05c,-1,8.0,1
223,Lenox Hill,40.76811265828733,-73.9588596881376,Sette Mezzo,40.76929462146519,-73.96300133834809,Italian Restaurant,4aeb7568f964a52043c221e3,-1,7.9,18
224,Lenox Hill,40.76811265828733,-73.9588596881376,Sushi Sasabune,40.768403986719605,-73.95531190074662,Sushi Restaurant,4b4677faf964a520fd2126e3,-1,7.6,49
225,Lenox Hill,40.76811265828733,-73.9588596881376,Matsu Sushi,40.76610577087947,-73.95612452905382,Sushi Restaurant,43713c00f964a520fe291fe3,-1,7.6,49
226,Lenox Hill,40.76811265828733,-73.9588596881376,Panda Express,40.76566581236336,-73.95745129061507,Chinese Restaurant,56759406498ecd2d68a85eec,-1,7.4,1
227,Roosevelt Island,40.76215960576283,-73.94916769227953,NISI,40.76191465854082,-73.94996590025112,Greek Restaurant,5a3b265d8c812a3ed8ee6985,-1,8.3,3
228,Roosevelt Island,40.76215960576283,-73.94916769227953,Fuji East,40.758966489558965,-73.95244084627487,Japanese Restaurant,4a6e0664f964a520acd31fe3,-1,6.3,28
229,Upper West Side,40.78765799853485,-73.97705923630603,Jacob's Pickles,40.78665323745776,-73.9756219616424,Southern / Soul Food Restaurant,4edfd5865c5cced979ab7dd1,2,9.2,655
230,Upper West Side,40.78765799853485,-73.97705923630603,Maison Pickle,40.7869897370864,-73.97778714345775,American Restaurant,585351e6158b966de04f29ed,2,9.1,76
231,Upper West Side,40.78765799853485,-73.97705923630603,Eléa,40.78753120889783,-73.97668142481366,Greek Restaurant,5bc19b6a249623002c0edee9,2,9.0,14
232,Upper West Side,40.78765799853485,-73.97705923630603,Han Dynasty,40.78761996790675,-73.97635945297974,Chinese Restaurant,5529bfd8498ec6ce692d8015,2,8.9,66
233,Upper West Side,40.78765799853485,-73.97705923630603,Celeste,40.786688640728016,-73.97573727885354,Italian Restaurant,42489a80f964a5208a201fe3,2,8.6,126
234,Upper West Side,40.78765799853485,-73.97705923630603,Flor de Mayo,40.78596604977008,-73.9763123251348,Peruvian Restaurant,4a7a543df964a5202ee91fe3,2,8.5,92
235,Upper West Side,40.78765799853485,-73.97705923630603,The Mermaid Inn,40.7887443662537,-73.97424322252336,Seafood Restaurant,4a9f1cedf964a520903c20e3,-1,9.2,187
236,Upper West Side,40.78765799853485,-73.97705923630603,Pizzeria Sirenetta,40.78864019118798,-73.9742819869487,Italian Restaurant,56afed04498e39e35747adf2,-1,8.5,35
237,Upper West Side,40.78765799853485,-73.97705923630603,Fred's Restaurant,40.785657789223166,-73.97653947514475,American Restaurant,44281118f964a520ba311fe3,2,8.3,149
238,Upper West Side,40.78765799853485,-73.97705923630603,Peacefood Cafe,40.78516588233606,-73.97706383152412,Vegetarian / Vegan Restaurant,4a6c86acf964a520b7d01fe3,2,8.6,219
239,Upper West Side,40.78765799853485,-73.97705923630603,Jin Ramen,40.78526069203778,-73.97683897404411,Ramen Restaurant,54a48e30498ef8abe3c6d4c5,2,8.2,75
240,Upper West Side,40.78765799853485,-73.97705923630603,Land Thai Kitchen,40.78486751358464,-73.97712178279812,Thai Restaurant,42951180f964a52045241fe3,2,8.4,146
241,Upper West Side,40.78765799853485,-73.97705923630603,Bodrum Mediterranean Restaurant,40.78927368532629,-73.97382498331747,Turkish Restaurant,479309d9f964a520564d1fe3,-1,8.2,49
242,Upper West Side,40.78765799853485,-73.97705923630603,Luke's Lobster,40.784146813428826,-73.97765609049912,Seafood Restaurant,4d06fb7d2f96f04d25af2a54,2,8.8,101
243,Upper West Side,40.78765799853485,-73.97705923630603,Joe’s Steam Rice Roll,40.784068,-73.977884,Asian Restaurant,5fb174f3d415002aca5ab932,2,8.7,1
244,Upper West Side,40.78765799853485,-73.97705923630603,Bustan,40.78604338350248,-73.97620397117983,Mediterranean Restaurant,52feedc2498eb01c8dc2d270,2,7.5,50
245,Upper West Side,40.78765799853485,-73.97705923630603,Crave Fishbar,40.78421430172268,-73.97758646823992,Restaurant,56375574498e265469eaac33,2,8.3,28
246,Upper West Side,40.78765799853485,-73.97705923630603,Chipotle Mexican Grill,40.7862055,-73.9778816,Mexican Restaurant,5251e78411d250f3e0b5c03e,2,7.4,9
247,Upper West Side,40.78765799853485,-73.97705923630603,Cibo E Vino,40.790228485146734,-73.97503490852715,Italian Restaurant,5282b4bf11d2b180cc775713,-1,7.8,12
248,Upper West Side,40.78765799853485,-73.97705923630603,Osteria Cotta,40.78557829267471,-73.97283558506008,Italian Restaurant,4d68839467a8f04df7ee01be,-1,8.4,172
249,Upper West Side,40.78765799853485,-73.97705923630603,Momoya,40.78415118717988,-73.97754414002097,Sushi Restaurant,4ab43e9ef964a5208a7020e3,2,8.1,56
250,Upper West Side,40.78765799853485,-73.97705923630603,Blossom on Columbus,40.78551142817761,-73.97282897616607,Vegetarian / Vegan Restaurant,5409e965498e51456f30cd0a,-1,8.3,22
251,Upper West Side,40.78765799853485,-73.97705923630603,Modern Bread & Bagel,40.784434000000005,-73.97404399999999,Israeli Restaurant,5c698f04bf7dde002c676f21,-1,8.4,5
252,Upper West Side,40.78765799853485,-73.97705923630603,Senn Thai Comfort Food,40.78488,-73.976934,Thai Restaurant,54600d4a498e6bb7ceb3567d,2,7.6,24
253,Upper West Side,40.78765799853485,-73.97705923630603,Ashoka,40.784842463371454,-73.97325299421942,Indian Restaurant,591890f43abcaf1ddca66e85,-1,8.3,9
254,Upper West Side,40.78765799853485,-73.97705923630603,Two Wheels,40.784134,-73.977736,Vietnamese Restaurant,5df2d09d7fd29e000867a952,2,7.9,4
255,Upper West Side,40.78765799853485,-73.97705923630603,Swagat,40.783573082941615,-73.97803042905113,Indian Restaurant,42489a80f964a5208b201fe3,2,8.3,39
256,Upper West Side,40.78765799853485,-73.97705923630603,Grill 212,40.78404223043858,-73.97885000305396,Middle Eastern Restaurant,500dd1e6e4b0e95405a58703,2,8.1,10
257,Upper West Side,40.78765799853485,-73.97705923630603,Thyme & Tonic,40.78449249267578,-73.9740982055664,Restaurant,5e5beb6d86057500084a55a4,-1,8.1,2
258,Upper West Side,40.78765799853485,-73.97705923630603,Carmine's Italian Restaurant,40.7910963,-73.9739914,Italian Restaurant,4a7778a1f964a5209be41fe3,-1,8.2,132
259,Upper West Side,40.78765799853485,-73.97705923630603,Sushi Nonaka,40.783648,-73.97834,Sushi Restaurant,5e38b6f815ee430008dbf250,2,8.2,5
260,Upper West Side,40.78765799853485,-73.97705923630603,Lokal 83,40.78435289221301,-73.97361106714375,Mediterranean Restaurant,58670833761b1a35b53866c8,-1,8.2,11
261,Upper West Side,40.78765799853485,-73.97705923630603,Flame,40.78412042372414,-73.97453725869005,Asian Restaurant,573133a7498e5a92b8615cfd,2,8.1,18
262,Upper West Side,40.78765799853485,-73.97705923630603,Mido,40.789981166628856,-73.9733105255586,Japanese Restaurant,5759f71d498e0776955f4096,-1,7.7,16
263,Upper West Side,40.78765799853485,-73.97705923630603,Bella Luna,40.78777144838228,-73.97146224975585,Italian Restaurant,4b64cc84f964a52001d12ae3,-1,7.9,38
264,Upper West Side,40.78765799853485,-73.97705923630603,Nice Matin,40.783302106913446,-73.97838339603005,French Restaurant,4394c89bf964a520842b1fe3,2,7.8,104
265,Upper West Side,40.78765799853485,-73.97705923630603,Saravanaa Bhavan,40.783578,-73.97786,South Indian Restaurant,4dc6ba8ffa76d685ce009138,2,7.4,45
266,Lincoln Square,40.77352888942166,-73.98533777001262,Rosa Mexicano,40.7711834505908,-73.9833246594503,Mexican Restaurant,3fd66200f964a52034e81ee3,-1,8.4,206
267,Lincoln Square,40.77352888942166,-73.98533777001262,The Smith,40.77150531958815,-73.98229201694723,American Restaurant,5078c4f1e4b0dad821e1f6bd,-1,8.5,341
268,Lincoln Square,40.77352888942166,-73.98533777001262,Dig Inn,40.77426,-73.9815,American Restaurant,5b3ba9d360255e002c56332a,-1,8.1,5
269,Lincoln Square,40.77352888942166,-73.98533777001262,Cafe Fiorello,40.771735000935664,-73.98199555811516,Italian Restaurant,459395b7f964a52047401fe3,-1,8.0,140
270,Lincoln Square,40.77352888942166,-73.98533777001262,Boulud Sud,40.77192955953719,-73.98157649135018,Mediterranean Restaurant,4da8daa5a86e771ea6fdad17,-1,8.1,133
271,Lincoln Square,40.77352888942166,-73.98533777001262,Bar Boulud,40.7718590542576,-73.98230114526464,French Restaurant,478cd1f3f964a520444d1fe3,-1,7.9,183
272,Lincoln Square,40.77352888942166,-73.98533777001262,Atlantic Grill,40.7722052,-73.9811767,Seafood Restaurant,4c76c2e7947ca1cdb13f4537,-1,7.9,61
273,Lincoln Square,40.77352888942166,-73.98533777001262,Cafe Luxembourg,40.777514,-73.983556,French Restaurant,414ccc00f964a520d21c1fe3,-1,8.6,100
274,Lincoln Square,40.77352888942166,-73.98533777001262,Joanne Trattoria,40.77443169968248,-73.98054354601426,Italian Restaurant,4ee6366b77c8e89319c7e4b8,-1,7.7,64
275,Lincoln Square,40.77352888942166,-73.98533777001262,The Greek Kitchen,40.76968955893778,-73.98823816523908,Greek Restaurant,4a9c75e1f964a520403720e3,-1,7.7,44
276,Lincoln Square,40.77352888942166,-73.98533777001262,Wok City,40.77523255727379,-73.98409665398943,Chinese Restaurant,4aed1141f964a52001cd21e3,-1,5.5,13
277,Clinton,40.75910089146212,-73.99611936309479,Pio Pio,40.76063594478618,-73.99471374607128,Peruvian Restaurant,4b1b1f52f964a52074f823e3,-1,8.9,333
278,Clinton,40.75910089146212,-73.99611936309479,Mémé Mediterranean,40.760904754375375,-73.99460052237751,Mediterranean Restaurant,56aff9ef498e60c01f7b2a21,-1,8.8,30
279,Clinton,40.75910089146212,-73.99611936309479,Chez Josephine,40.758576,-73.993653,French Restaurant,3fd66200f964a5208de91ee3,-1,8.4,57
280,Clinton,40.75910089146212,-73.99611936309479,West Bank Cafe,40.75865263806992,-73.99309881846278,American Restaurant,461f8cc8f964a5207e451fe3,-1,8.2,35
281,Clinton,40.75910089146212,-73.99611936309479,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant,5854cfc203cf255eb3b9c8cb,-1,8.8,16
282,Clinton,40.75910089146212,-73.99611936309479,44 & X,40.76102377100562,-73.99451778340418,American Restaurant,4665447af964a5207f471fe3,-1,8.0,179
283,Clinton,40.75910089146212,-73.99611936309479,Sea Breeze Fish Market,40.75717683936692,-73.99351769091956,Seafood Restaurant,4b7f1fa4f964a520391830e3,-1,8.3,10
284,Clinton,40.75910089146212,-73.99611936309479,La Vela Dining & Bar,40.76115612063494,-73.9981398392287,Italian Restaurant,5633bec0498e430fc8ba8f3c,-1,8.0,7
285,Clinton,40.75910089146212,-73.99611936309479,Farida,40.755721641233336,-73.99462746829839,Kebab Restaurant,5b2d2f56911fc4002cd86b15,-1,8.8,9
286,Clinton,40.75910089146212,-73.99611936309479,The Marshal,40.7613412833165,-73.9942768975244,New American Restaurant,523509c311d2c78aeef22885,-1,7.9,65
287,Clinton,40.75910089146212,-73.99611936309479,Kochi,40.76203,-73.99355,Korean Restaurant,5dbcafa6e40280000819d3db,-1,8.6,5
288,Clinton,40.75910089146212,-73.99611936309479,Ollie's Sichuan Restaurant,40.75869555247971,-73.99322083968677,Chinese Restaurant,4aa707ccf964a520d84b20e3,-1,7.6,58
289,Clinton,40.75910089146212,-73.99611936309479,dell’anima,40.762408,-73.996936,Italian Restaurant,5c6377a0c824ae002c25c915,-1,8.2,7
290,Clinton,40.75910089146212,-73.99611936309479,Tim Ho Wan,40.75936042286173,-73.99187086554677,Dim Sum Restaurant,5bd5d71a033693002c4aa9f1,-1,8.1,17
291,Clinton,40.75910089146212,-73.99611936309479,Mercato,40.75629813785912,-73.99350663463123,Italian Restaurant,4bbb9caaafe1b7139a6b2f4b,-1,8.2,127
292,Clinton,40.75910089146212,-73.99611936309479,Turco Mediterranean Grill,40.75915761782478,-73.99202212667944,Mediterranean Restaurant,4f05ed7fd3e321b78fda80b0,-1,7.9,58
293,Clinton,40.75910089146212,-73.99611936309479,Marseille,40.759837779846215,-73.99156406309389,French Restaurant,3fd66200f964a520b4e81ee3,-1,8.1,112
294,Clinton,40.75910089146212,-73.99611936309479,Tavola,40.75553079277017,-73.99476881950281,Italian Restaurant,505b7061e4b0571999fb3da8,-1,8.2,70
295,Clinton,40.75910089146212,-73.99611936309479,Bocca Di Bacco,40.7602223750094,-73.99146090472244,Italian Restaurant,506e48ffe4b078ebe1c30a29,-1,8.2,37
296,Clinton,40.75910089146212,-73.99611936309479,Friedman's,40.75527060199177,-73.99850924419557,American Restaurant,54ddf9a1498e766ab85781f4,-1,8.6,70
297,Clinton,40.75910089146212,-73.99611936309479,OBAO Hell's Kitchen,40.76056300016482,-73.99108715100483,Thai Restaurant,51ea0c7b8bbd8c94347df35d,-1,8.4,145
298,Clinton,40.75910089146212,-73.99611936309479,Samba Kitchen & Bar,40.76084547054624,-73.99089641997587,Brazilian Restaurant,57671bd4498e7856b7d79963,-1,8.5,10
299,Clinton,40.75910089146212,-73.99611936309479,East & West,40.759045,-73.994948,Restaurant,5328895b498e4be8392022b3,-1,7.2,6
300,Clinton,40.75910089146212,-73.99611936309479,Il Punto Ristorante,40.75607945804827,-73.9945936203003,Italian Restaurant,4abad7b8f964a520208320e3,-1,7.7,33
301,Clinton,40.75910089146212,-73.99611936309479,Nizza,40.7601002556073,-73.9913776052288,Italian Restaurant,49d5651df964a520915c1fe3,-1,7.9,119
302,Clinton,40.75910089146212,-73.99611936309479,Etcetera Etcetera,40.759391822450695,-73.99103788186426,Italian Restaurant,4ba293adf964a520ef0538e3,-1,7.9,46
303,Midtown,40.75469110270623,-73.98166882730304,Gabriel Kreuther,40.75414305569201,-73.98350459096378,French Restaurant,5552087d498eb30c149f785a,-1,9.0,76
304,Midtown,40.75469110270623,-73.98166882730304,CAVA,40.7540159,-73.9817193,Mediterranean Restaurant,5b9fe1ef93bd63002c3bbb7b,-1,8.9,2
305,Midtown,40.75469110270623,-73.98166882730304,Sophie's Cuban Cuisine,40.75592705154851,-73.98059774245192,Cuban Restaurant,4ce5648a5fce5481ba5e5baa,-1,8.7,81
306,Midtown,40.75469110270623,-73.98166882730304,Málà Project,40.75685008448552,-73.98085527505972,Szechuan Restaurant,5a7e4674da2e00425ee2921d,-1,9.1,24
307,Midtown,40.75469110270623,-73.98166882730304,Koi New York,40.75275541257538,-73.98330420255661,Sushi Restaurant,4249ec00f964a52093201fe3,-1,8.8,128
308,Midtown,40.75469110270623,-73.98166882730304,Ippudo,40.75648,-73.98039,Ramen Restaurant,59b6abf6ee71203bd8887325,-1,8.4,25
309,Midtown,40.75469110270623,-73.98166882730304,Joju,40.75584,-73.97875,Vietnamese Restaurant,5d9629652e04ea000834556a,-1,8.5,7
310,Midtown,40.75469110270623,-73.98166882730304,Sushi Ginza Onodera,40.75247184821127,-73.98179167129307,Sushi Restaurant,573de0a0498e3e5fd869301b,-1,8.2,11
311,Midtown,40.75469110270623,-73.98166882730304,Royal Grill Halal Food,40.75618765200581,-73.98356250040155,American Restaurant,523b2b9b11d25fa3f64e0ff3,-1,8.0,3
312,Midtown,40.75469110270623,-73.98166882730304,Chick-fil-A,40.7574254,-73.9819682,Fast Food Restaurant,56facbbd498e99adeb533117,-1,8.3,34
313,Midtown,40.75469110270623,-73.98166882730304,Kellari Taverna NY,40.75543603139688,-73.98130808799384,Greek Restaurant,49cfc906f964a520c65a1fe3,-1,7.8,74
314,Midtown,40.75469110270623,-73.98166882730304,The Kati Roll Company,40.75265571457166,-73.98477837472183,Indian Restaurant,49d91c12f964a520015e1fe3,9,8.7,257
315,Midtown,40.75469110270623,-73.98166882730304,Café Zaiya,40.752295,-73.980433,Japanese Restaurant,48c50c4bf964a520dc511fe3,-1,8.1,162
316,Midtown,40.75469110270623,-73.98166882730304,Dishes,40.755215306686765,-73.97886421796767,American Restaurant,4a689777f964a520a0ca1fe3,-1,7.9,62
317,Midtown,40.75469110270623,-73.98166882730304,AnTalia,40.75586036850091,-73.98048457028872,Turkish Restaurant,4d5701ed9e508cfa41fb159b,-1,7.7,27
318,Midtown,40.75469110270623,-73.98166882730304,deep Indian Kitchen,40.75768139999999,-73.9818088,Indian Restaurant,5953e40462420b044e8989f4,-1,8.4,3
