,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Cluster Label,Rating,Tips Count
484,Tribeca,40.721521967443216,-74.01068328559087,Yves,40.7201685331064,-74.00996536016464,New American Restaurant,58167e4c38fa462c38c36daf,6,8.0,13
485,Tribeca,40.721521967443216,-74.01068328559087,Tamarind TriBeCa,40.71921117375622,-74.00872657957527,Indian Restaurant,4bbb9dbded7776b0e1ad3e51,6,9.1,152
486,Tribeca,40.721521967443216,-74.01068328559087,Tribeca Grill,40.7195485688156,-74.01023432493034,American Restaurant,3fd66200f964a52091e61ee3,6,8.1,92
487,Tribeca,40.721521967443216,-74.01068328559087,Greca,40.724110519643496,-74.01033134340794,Greek Restaurant,5a3b15a661e53b1bcdf5cd40,-1,8.5,4
488,Tribeca,40.721521967443216,-74.01068328559087,Jungsik,40.718694630954566,-74.00906972656956,Korean Restaurant,4e67f1c7d16433b90090c8f3,6,9.0,56
489,Tribeca,40.721521967443216,-74.01068328559087,Grand Banks,40.72030029010028,-74.01602651928121,Seafood Restaurant,53b2aa81498e6744c355ec9f,-1,9.0,142
490,Tribeca,40.721521967443216,-74.01068328559087,Pepolino,40.72091120041498,-74.00515242264551,Italian Restaurant,4ad68c35f964a520c20721e3,-1,8.9,114
491,Tribeca,40.721521967443216,-74.01068328559087,Frenchette,40.719596,-74.005786,French Restaurant,5abc33ccad17896edaca3d61,-1,8.8,35
492,Tribeca,40.721521967443216,-74.01068328559087,Bâtard,40.719624,-74.005788,Modern European Restaurant,53756391498ef3c8e7f43ecb,-1,8.6,43
493,Tribeca,40.721521967443216,-74.01068328559087,Maman,40.71897320131639,-74.00626391172409,French Restaurant,566c9c87498ef09a2940e605,6,8.5,73
494,Tribeca,40.721521967443216,-74.01068328559087,Sarabeth's,40.71815153811206,-74.01048036392802,American Restaurant,4e4190fafa762ad6d846f883,6,7.9,121
495,Tribeca,40.721521967443216,-74.01068328559087,Scalini Fedeli,40.71722617263501,-74.00943297013102,Italian Restaurant,437bc800f964a520a52a1fe3,6,8.4,28
496,Tribeca,40.721521967443216,-74.01068328559087,Tauro Restaurant,40.72533603222417,-74.00759101513646,Spanish Restaurant,4aa9314bf964a520645220e3,-1,8.0,13
497,Tribeca,40.721521967443216,-74.01068328559087,Gigino Trattoria,40.71730020080447,-74.01068799174669,Italian Restaurant,3fd66200f964a520aae61ee3,6,7.8,44
498,Tribeca,40.721521967443216,-74.01068328559087,Gitano,40.72284161744163,-74.00592952161935,Mexican Restaurant,5b2d49ad6f706a002c52d50b,-1,7.5,21
499,Tribeca,40.721521967443216,-74.01068328559087,The Hideaway,40.717439834311854,-74.01038397100862,American Restaurant,43f5ac83f964a520a32f1fe3,6,7.7,38
500,Tribeca,40.721521967443216,-74.01068328559087,Houseman,40.72576788165264,-74.00915682240951,American Restaurant,557b7c4d498e8dd0400168e8,-1,7.8,25
501,Tribeca,40.721521967443216,-74.01068328559087,Tutto Il Giorno Tribeca,40.71865547863606,-74.006215076712,Italian Restaurant,52375dee11d23f06740c8f3e,6,7.5,21
502,Little Italy,40.71932379395907,-73.99730467208073,Thai Diner,40.720739,-73.995631,Thai Restaurant,5e46e2ec5791a10008c55728,-1,9.4,13
503,Little Italy,40.71932379395907,-73.99730467208073,The Tyger,40.718835,-73.99948,Asian Restaurant,5f5e1b49af65ef27d803a4f0,-1,9.0,13
504,Little Italy,40.71932379395907,-73.99730467208073,Despaña,40.72114442373172,-73.99796266127038,Spanish Restaurant,45697387f964a520e53d1fe3,-1,9.1,286
505,Little Italy,40.71932379395907,-73.99730467208073,Hometown Hotpot & BBQ,40.71924732960165,-73.99691771375089,Hotpot Restaurant,564a86c8498ea245a802f0d1,-1,8.5,51
506,Little Italy,40.71932379395907,-73.99730467208073,19 Cleveland,40.72160778167724,-73.99724900722504,Mediterranean Restaurant,5b9ef2d9f8cbd4002c8c7c1e,-1,9.2,27
507,Little Italy,40.71932379395907,-73.99730467208073,Le Coucou,40.71911370398213,-74.00020174355126,French Restaurant,57583641498e90001a32e13e,-1,8.9,88
508,Little Italy,40.71932379395907,-73.99730467208073,La Esquina,40.72159769818963,-73.99747136388419,Mexican Restaurant,431e2d80f964a52079271fe3,-1,8.9,722
509,Little Italy,40.71932379395907,-73.99730467208073,Le Botaniste,40.7205446957552,-74.00013783329237,Vegetarian / Vegan Restaurant,59dfe90ed69ed038f9316118,-1,8.9,17
510,Little Italy,40.71932379395907,-73.99730467208073,CAVA,40.72192791798716,-73.99651188343245,Mediterranean Restaurant,59e0ee84f0ca95526b7fce9f,-1,9.2,14
511,Little Italy,40.71932379395907,-73.99730467208073,Taïm Falafel and Smoothie Bar,40.72193609041911,-73.99627935019758,Falafel Restaurant,4f3046da7beb0cfa14dcac59,-1,9.1,244
512,Little Italy,40.71932379395907,-73.99730467208073,Osteria Morini,40.72199,-73.99779,Italian Restaurant,4c7d4f1b8da18cfa1afc9ece,-1,8.7,296
513,Little Italy,40.71932379395907,-73.99730467208073,Ed's Lobster Bar,40.72198991527088,-73.99734249611029,Seafood Restaurant,49cf9efbf964a520b05a1fe3,-1,8.6,245
514,Little Italy,40.71932379395907,-73.99730467208073,Jack's Wife Freda,40.722022,-73.997528,Mediterranean Restaurant,4f0f47650cd695a0e54cb438,-1,8.7,513
515,Little Italy,40.71932379395907,-73.99730467208073,Joe’s Steam Rice Roll,40.71885242984578,-74.00102459239547,Chinese Restaurant,5bf4559c65cdf8002c6be196,-1,8.8,18
516,Little Italy,40.71932379395907,-73.99730467208073,Ruby's Café,40.722292,-73.996248,Australian Restaurant,40c10d00f964a520dd001fe3,-1,9.1,373
517,Little Italy,40.71932379395907,-73.99730467208073,Chikarashi,40.71772354492037,-73.99967083074482,Japanese Restaurant,5732631f498e7f716eb79f11,-1,8.1,53
518,Little Italy,40.71932379395907,-73.99730467208073,Rintintin,40.72119962704805,-73.99471987162924,Middle Eastern Restaurant,527ef010498e9cdc26693d14,-1,8.2,58
519,Little Italy,40.71932379395907,-73.99730467208073,The Boil,40.71972556816164,-73.99305352157174,Seafood Restaurant,51033bf5e4b0f8687e44c0e7,0,8.8,131
520,Little Italy,40.71932379395907,-73.99730467208073,Rubirosa Ristorante,40.72270625453151,-73.99595719792266,Italian Restaurant,4cc6222106c25481d7a4a047,-1,9.3,832
521,Little Italy,40.71932379395907,-73.99730467208073,Peasant,40.72172197017359,-73.99445044122072,Italian Restaurant,3fd66200f964a52023eb1ee3,-1,8.7,170
522,Little Italy,40.71932379395907,-73.99730467208073,Balthazar,40.72272353497926,-73.99816997062293,French Restaurant,3fd66200f964a52070e91ee3,-1,9.0,1050
523,Little Italy,40.71932379395907,-73.99730467208073,Cocoron,40.720229518846686,-73.99296820163727,Japanese Restaurant,4cf9655334c1a09374cb390e,0,8.9,213
524,Soho,40.72218384131794,-74.00065666959759,Antique Garage,40.72141826939049,-74.001343345271,Mediterranean Restaurant,4a05ea5cf964a5209b721fe3,4,8.5,123
525,Soho,40.72218384131794,-74.00065666959759,Cipriani Downtown,40.72356529900164,-74.00277252633407,Italian Restaurant,40f5c900f964a520a30a1fe3,4,8.7,110
526,Soho,40.72218384131794,-74.00065666959759,Aurora,40.72342550635,-74.00327713154016,Italian Restaurant,464451e5f964a52076461fe3,4,8.6,88
527,Soho,40.72218384131794,-74.00065666959759,MAMO Restaurant,40.72193956209533,-74.00398779229398,Italian Restaurant,5510c86c498e168f07f2c78b,-1,8.6,22
528,Soho,40.72218384131794,-74.00065666959759,by CHLOE.,40.72277,-73.9972,Vegetarian / Vegan Restaurant,583cbde018fd2b1949b98e25,-1,8.5,46
529,Soho,40.72218384131794,-74.00065666959759,Hirohisa,40.72456567801656,-74.00287302105048,Japanese Restaurant,51de06aa498e998d374ab4da,4,8.7,28
530,Soho,40.72218384131794,-74.00065666959759,Macao Trading Co.,40.719759,-74.003981,Asian Restaurant,49cebdeaf964a520815a1fe3,-1,8.9,227
531,West Village,40.73443393572434,-74.00617998126812,L'Artusi,40.733887817554255,-74.00511448337453,Italian Restaurant,4a27289cf964a52062911fe3,7,9.4,373
532,West Village,40.73443393572434,-74.00617998126812,I Sodi,40.733347779050895,-74.00494719308303,Italian Restaurant,49bd2326f964a5204d541fe3,7,9.1,97
533,West Village,40.73443393572434,-74.00617998126812,Decoy,40.734181587313365,-74.00646239519119,Chinese Restaurant,526eeb54498e9674b5d9034a,7,9.1,105
534,West Village,40.73443393572434,-74.00617998126812,Mémé Mediterranean,40.73635,-74.00588,Mediterranean Restaurant,4c91772e57e5b60cfa25611c,7,9.2,78
535,West Village,40.73443393572434,-74.00617998126812,RedFarm,40.7341944046942,-74.00626846361915,Chinese Restaurant,4e1df590b61c7cb34d9735a8,7,8.9,287
536,West Village,40.73443393572434,-74.00617998126812,Fiaschetteria Pistoia,40.73320302019469,-74.0054261097811,Italian Restaurant,5c27b46a67a9fe002ce6b3ca,7,8.8,10
537,West Village,40.73443393572434,-74.00617998126812,Anton's,40.735694,-74.00579,Italian Restaurant,4f324b8b19836c91c7c99bf0,7,8.8,9
538,West Village,40.73443393572434,-74.00617998126812,Wallsé,40.73549475640124,-74.00825668820814,Austrian Restaurant,3fd66200f964a52073e31ee3,-1,8.8,47
539,West Village,40.73443393572434,-74.00617998126812,Red Paper Clip,40.733105,-74.005617,New American Restaurant,5d2f64b23fa42a0008f89293,7,8.6,6
540,West Village,40.73443393572434,-74.00617998126812,Buvette,40.732782202032624,-74.00427521034509,French Restaurant,4d0bf7e3f29c236ac675bfe7,7,9.2,526
541,West Village,40.73443393572434,-74.00617998126812,Leitao,40.7349372,-74.0063658,Portuguese Restaurant,605a65b5f15eb26d31b409ec,7,8.5,3
542,West Village,40.73443393572434,-74.00617998126812,The Little Owl,40.73244092098896,-74.0054235934664,American Restaurant,45379ccef964a520c13b1fe3,7,8.8,248
543,West Village,40.73443393572434,-74.00617998126812,Via Carota,40.73305214118735,-74.00357299198289,Italian Restaurant,543c7c63498e0a3393da47a2,7,9.3,161
544,West Village,40.73443393572434,-74.00617998126812,Malatesta Trattoria,40.73280815951983,-74.00852213960592,Italian Restaurant,4a552b26f964a520c4b31fe3,-1,8.7,200
545,West Village,40.73443393572434,-74.00617998126812,Jeju Noodle Bar,40.73294539559912,-74.0073655954149,Korean Restaurant,59aa0677e17910245d942204,7,8.1,46
546,West Village,40.73443393572434,-74.00617998126812,Mary's Fish Camp,40.734792414478335,-74.00312125130755,Seafood Restaurant,3fd66200f964a52048e31ee3,7,8.4,139
547,West Village,40.73443393572434,-74.00617998126812,Sant Ambroeus West Village,40.73547913052668,-74.00334772613444,Italian Restaurant,449e952ef964a520bc341fe3,7,8.5,70
548,West Village,40.73443393572434,-74.00617998126812,Extra Virgin,40.73533960098671,-74.00332725652542,Italian Restaurant,41478600f964a520b91c1fe3,7,8.4,242
549,West Village,40.73443393572434,-74.00617998126812,Malaparte,40.736859,-74.008093,Italian Restaurant,4d327cc72e56236a18991db4,-1,8.8,78
550,West Village,40.73443393572434,-74.00617998126812,Sushi Nakazawa,40.731718822422486,-74.00439963665025,Sushi Restaurant,52155e9d11d2c369404df14e,7,9.3,213
551,West Village,40.73443393572434,-74.00617998126812,Perry St,40.734453230733486,-74.0099817730103,New American Restaurant,43334580f964a52013281fe3,-1,8.8,110
552,West Village,40.73443393572434,-74.00617998126812,Panca,40.73278616063045,-74.00325949332264,Latin American Restaurant,4a441f37f964a5202da71fe3,7,8.5,84
553,West Village,40.73443393572434,-74.00617998126812,Left Bank,40.735108,-74.006819,New American Restaurant,4e20c544d22d0a3f59f1515f,7,7.8,47
554,West Village,40.73443393572434,-74.00617998126812,Taco Mahal,40.73240508476288,-74.00350113625272,Indian Restaurant,5803c0db38fa71491b748a7d,7,8.6,28
555,West Village,40.73443393572434,-74.00617998126812,Ofrenda,40.733901031816245,-74.00261889152168,Mexican Restaurant,4b19b98df964a520d6e223e3,-1,8.4,173
556,West Village,40.73443393572434,-74.00617998126812,Joseph Leonard,40.73368143620216,-74.00176726868112,New American Restaurant,4a78c865f964a52068e61fe3,-1,9.3,394
557,West Village,40.73443393572434,-74.00617998126812,Tartine,40.73627218505383,-74.0033895696301,French Restaurant,3fd66200f964a52006ea1ee3,-1,8.3,221
558,West Village,40.73443393572434,-74.00617998126812,Hudson Clearwater,40.7310779928982,-74.00690764188766,New American Restaurant,4d01634c527e236ac073c285,7,9.1,197
559,West Village,40.73443393572434,-74.00617998126812,Casa,40.731493,-74.004825,Brazilian Restaurant,3fd66200f964a52008e71ee3,7,8.6,65
560,West Village,40.73443393572434,-74.00617998126812,Taïm,40.735970102491926,-74.00194019079207,Falafel Restaurant,4a044315f964a520ea711fe3,-1,9.3,292
561,West Village,40.73443393572434,-74.00617998126812,Gaetana's Cucina Italiana,40.73286359677627,-74.00754392438093,Italian Restaurant,451d254df964a5208b3a1fe3,7,7.7,49
562,West Village,40.73443393572434,-74.00617998126812,Cafe Cluny,40.7375382591085,-74.0038972751964,American Restaurant,49bf289bf964a5200a551fe3,-1,8.9,268
563,West Village,40.73443393572434,-74.00617998126812,Jeffrey's Grocery,40.733919,-74.001346,American Restaurant,4ca21faa8afca09388192116,-1,9.2,237
564,West Village,40.73443393572434,-74.00617998126812,Amber,40.73295838510926,-74.00685950040614,Sushi Restaurant,4fdfe21ee4b0784e5ca85159,7,7.5,30
565,West Village,40.73443393572434,-74.00617998126812,Morandi,40.7353343387144,-74.0017210581156,Italian Restaurant,45dffe2cf964a5201d431fe3,-1,8.6,205
566,Manhattan Valley,40.79730704170287,-73.96428617740655,Saiguette,40.79920874028028,-73.96277971431024,Vietnamese Restaurant,4fbf8018e4b083733d12db5a,-1,8.7,123
567,Manhattan Valley,40.79730704170287,-73.96428617740655,Osteria 106,40.79882481969301,-73.96179298262278,Italian Restaurant,5962a53dc824ae6362e9e625,-1,8.6,9
568,Manhattan Valley,40.79730704170287,-73.96428617740655,The Calaveras,40.799568,-73.962457,Mexican Restaurant,5cdb34b8aa6c95003aeae414,-1,8.1,3
569,Manhattan Valley,40.79730704170287,-73.96428617740655,Chipotle Mexican Grill,40.7949232,-73.9657893,Mexican Restaurant,56103b3a498e3a90fe0ac851,-1,8.1,0
570,Manhattan Valley,40.79730704170287,-73.96428617740655,Mokja,40.797706635429854,-73.9677888515501,Korean Restaurant,56a14149498e9983c0199038,-1,8.0,6
571,Manhattan Valley,40.79730704170287,-73.96428617740655,Makana Hawaiian & Japanese BBQ,40.80028447955402,-73.96538903697369,Hawaiian Restaurant,521555be11d2d0786e425686,-1,8.3,19
572,Manhattan Valley,40.79730704170287,-73.96428617740655,Thai Market,40.801270037747216,-73.96514080681696,Thai Restaurant,49dfbfabf964a52009611fe3,-1,8.5,125
573,Manhattan Valley,40.79730704170287,-73.96428617740655,Awash,40.800761963974026,-73.96549522810935,Ethiopian Restaurant,4345ba80f964a52078281fe3,-1,8.1,31
574,Manhattan Valley,40.79730704170287,-73.96428617740655,Bánh,40.800823,-73.965693,Vietnamese Restaurant,5f9dfef4780f611751f28d05,-1,7.9,3
575,Manhattan Valley,40.79730704170287,-73.96428617740655,Calle Ocho,40.80088095353885,-73.96776080131531,Cuban Restaurant,3fd66200f964a52049e81ee3,-1,8.4,294
576,Manhattan Valley,40.79730704170287,-73.96428617740655,Schatzie Prime Meat,40.79815904683432,-73.96930538618801,American Restaurant,5531c791498e63ef341b8348,-1,7.9,3
577,Manhattan Valley,40.79730704170287,-73.96428617740655,Taqueria Y Fonda,40.80145316475932,-73.96500263534533,Mexican Restaurant,4a32f3cef964a520d19a1fe3,-1,7.9,63
578,Manhattan Valley,40.79730704170287,-73.96428617740655,Freda's Caribbean & Soul Cuisine,40.80107718320976,-73.96155227099436,Caribbean Restaurant,4bb2a2af4019a593ea2437b8,-1,8.0,48
579,Manhattan Valley,40.79730704170287,-73.96428617740655,Manhattan Valley,40.79710105362881,-73.96994256767292,Indian Restaurant,424de080f964a520ae201fe3,-1,8.0,31
580,Manhattan Valley,40.79730704170287,-73.96428617740655,Malaysia Grill,40.7994,-73.96766,Malay Restaurant,4b806265f964a520776d30e3,-1,7.4,32
581,Manhattan Valley,40.79730704170287,-73.96428617740655,Cafe du Soleil,40.800010128233424,-73.968094337515,French Restaurant,44e86a78f964a5209c371fe3,-1,7.7,58
582,Manhattan Valley,40.79730704170287,-73.96428617740655,Flor De Mayo,40.79781835926693,-73.96980449551504,Peruvian Restaurant,3fd66200f964a5205fe81ee3,-1,7.6,75
583,Manhattan Valley,40.79730704170287,-73.96428617740655,Spice,40.8016900821996,-73.96476016158024,Thai Restaurant,5516db98498e3f164dbdcb6e,-1,7.5,6
584,Morningside Heights,40.80799973816583,-73.96389627905332,Community Food & Juice,40.805822748265,-73.96548276458269,American Restaurant,49c80121f964a520e1571fe3,-1,8.2,160
585,Morningside Heights,40.80799973816583,-73.96389627905332,Dos Toros Taqueria,40.806545,-73.965269,Mexican Restaurant,5e4588b27c99ac0008a9437b,-1,7.7,0
586,Morningside Heights,40.80799973816583,-73.96389627905332,Dig Inn,40.8055612,-73.9653484,American Restaurant,52ebf72a498ed778f4b60252,-1,8.0,41
587,Morningside Heights,40.80799973816583,-73.96389627905332,Symposium,40.8056095347288,-73.9642415941854,Greek Restaurant,4ada296ff964a5205a1f21e3,-1,7.7,29
588,Morningside Heights,40.80799973816583,-73.96389627905332,Shaking Crab,40.80514466090976,-73.96603682623764,Seafood Restaurant,59179ec22be42556989daddd,-1,8.1,10
589,Morningside Heights,40.80799973816583,-73.96389627905332,Friedman's,40.808331518245794,-73.95994259206438,American Restaurant,55a7dfa0498e279990d7498b,-1,7.6,25
590,Morningside Heights,40.80799973816583,-73.96389627905332,Flat Top,40.81009651809897,-73.95864416497653,New American Restaurant,51ead3db454aa31cb0da07e3,-1,7.3,45
591,Morningside Heights,40.80799973816583,-73.96389627905332,Elysian Fields Cafe,40.808862,-73.959361,Mediterranean Restaurant,5c4e5fba0802d4002ce0c143,-1,6.5,1
592,Morningside Heights,40.80799973816583,-73.96389627905332,Massawa,40.80990900759862,-73.95880629802144,Ethiopian Restaurant,4e7384b7fa76812398e4295b,-1,6.7,28
593,Morningside Heights,40.80799973816583,-73.96389627905332,Ajanta Indian Restaurant,40.80990543935106,-73.95882387776453,Indian Restaurant,41575800f964a5202e1d1fe3,-1,6.1,9
594,Gramercy,40.737209832715,-73.98137594833541,Rosemary's,40.735023,-73.979437,Italian Restaurant,6091d0ed5aacd7385f0eee6a,-1,8.7,4
595,Gramercy,40.737209832715,-73.98137594833541,Taqueria Gramercy,40.736217818653216,-73.98501093953391,Mexican Restaurant,5b6e2e356adbf5002c7bc64c,-1,9.0,11
596,Gramercy,40.737209832715,-73.98137594833541,Awe Sum Dim Sum,40.738755,-73.982635,Dim Sum Restaurant,5ef232409652d200072f11a5,-1,7.8,2
597,Gramercy,40.737209832715,-73.98137594833541,Hane Sushi,40.73490193489146,-73.97984659715061,Sushi Restaurant,49ecf7f1f964a520ba671fe3,-1,8.1,67
598,Gramercy,40.737209832715,-73.98137594833541,Bluebell Cafe,40.73844345846252,-73.98318350315094,American Restaurant,4ba01057f964a520de5637e3,-1,7.7,119
599,Gramercy,40.737209832715,-73.98137594833541,Studio,40.73966059372064,-73.98459358827667,Restaurant,5a5ec2556dcf044902adae96,-1,8.6,21
600,Gramercy,40.737209832715,-73.98137594833541,Eleni's,40.736518,-73.985005,Greek Restaurant,5e238c331c522a000812aa4a,-1,8.0,3
601,Gramercy,40.737209832715,-73.98137594833541,Maialino,40.7384419150589,-73.98561005041564,Italian Restaurant,4afb2990f964a520a91b22e3,11,8.3,467
602,Gramercy,40.737209832715,-73.98137594833541,Grill 21,40.73574280030173,-73.97985986548697,Filipino Restaurant,4acb6fbcf964a520bec320e3,-1,7.4,84
603,Gramercy,40.737209832715,-73.98137594833541,Follia,40.735146542173766,-73.98581484979155,Italian Restaurant,57c772d1498e6cb2f6531cdf,-1,8.4,20
604,Gramercy,40.737209832715,-73.98137594833541,Bangkok 2 Thai,40.73520069764527,-73.97969228354813,Thai Restaurant,4cb0d96a562d224b35281a88,-1,7.4,32
605,Gramercy,40.737209832715,-73.98137594833541,Patrizia's of Manhattan,40.739815,-73.979263,Italian Restaurant,551f21cd498e341e6a5e1276,-1,7.6,17
606,Gramercy,40.737209832715,-73.98137594833541,Friend of a Farmer,40.73681365250584,-73.98677072336648,American Restaurant,3fd66200f964a520a8e91ee3,11,8.1,346
607,Gramercy,40.737209832715,-73.98137594833541,Saravanaa Bhavan,40.741455,-73.98303,South Indian Restaurant,4a428cd0f964a520f5a51fe3,-1,8.2,162
608,Gramercy,40.737209832715,-73.98137594833541,Little Basil Thai Cuisine,40.74098962487517,-73.98236642266426,Thai Restaurant,3fd66200f964a520d8e91ee3,-1,7.8,57
609,Gramercy,40.737209832715,-73.98137594833541,Chito Gvrito,40.734706,-73.985872,Caucasian Restaurant,5faa04d8ecbec7730dc0b902,-1,8.0,7
610,Gramercy,40.737209832715,-73.98137594833541,Mexico Lindo NYC,40.73982248520069,-73.97963444542984,Mexican Restaurant,4a4505e1f964a520aca71fe3,-1,7.4,45
611,Gramercy,40.737209832715,-73.98137594833541,Coppola's,40.74157184432409,-73.98135581011344,Italian Restaurant,4a807240f964a52040f51fe3,-1,7.8,22
612,Gramercy,40.737209832715,-73.98137594833541,The Gem Saloon,40.74133516748584,-73.98120752883787,American Restaurant,58a6414c4988da0f65ff9b2b,-1,7.7,19
613,Gramercy,40.737209832715,-73.98137594833541,Areppas,40.739959,-73.985713,Arepa Restaurant,5d702bc294dab700089ca624,-1,7.7,7
614,Gramercy,40.737209832715,-73.98137594833541,Chipotle Mexican Grill,40.7329583,-73.9808002,Mexican Restaurant,5648cc90498e7aac04fb1a60,-1,7.2,0
615,Battery Park City,40.71193198394565,-74.01686930508617,Dig Inn,40.7120622,-74.01516079999999,American Restaurant,535fc0ea498e4a159c49f7b1,-1,8.2,22
616,Battery Park City,40.71193198394565,-74.01686930508617,Sant Ambroeus,40.713742,-74.014092,Italian Restaurant,5d41d093104e90000882db55,-1,8.4,0
617,Battery Park City,40.71193198394565,-74.01686930508617,El Vez,40.71473,-74.01563,Mexican Restaurant,52e2f72a498e1de9bce745b0,-1,8.2,154
618,Battery Park City,40.71193198394565,-74.01686930508617,Blue Ribbon Sushi Bar,40.71274171124088,-74.01606481577463,Sushi Restaurant,53d3f607498edfb90a15baf5,-1,7.6,35
619,Battery Park City,40.71193198394565,-74.01686930508617,Seamore’s,40.71424164376645,-74.01508537789734,Seafood Restaurant,5accb33d2c7eb96824340d53,-1,7.4,12
620,Battery Park City,40.71193198394565,-74.01686930508617,Atrio New York,40.7150499,-74.0155621,Mediterranean Restaurant,4f0c7c106d866af8d40ae337,-1,7.6,32
621,Battery Park City,40.71193198394565,-74.01686930508617,Chikarashi ISSO,40.70835876464844,-74.0145492553711,Japanese Restaurant,5d8bb403c918b1000849d6af,-1,7.1,3
622,Battery Park City,40.71193198394565,-74.01686930508617,Ningbo Cafe,40.70794582988142,-74.01832186970051,Chinese Restaurant,5742850f498e0114292c6a52,-1,6.6,5
623,Financial District,40.70710710727048,-74.0106654452127,Manhatta,40.70765446542056,-74.00913779853676,New American Restaurant,5ada32224f0e584592628c1f,-1,8.8,40
624,Financial District,40.70710710727048,-74.0106654452127,Taïm,40.70772671818465,-74.00826536952118,Falafel Restaurant,5b82c540c97f28002c65fa73,-1,8.9,1
625,Financial District,40.70710710727048,-74.0106654452127,The Capital Grille,40.70790272478362,-74.01008616860734,American Restaurant,4aa8259ff964a5209b4f20e3,-1,8.6,69
626,Financial District,40.70710710727048,-74.0106654452127,Crown Shy,40.70618693053086,-74.00749011603791,Restaurant,5c883f65f4b525002c0bf2ca,-1,9.5,40
627,Financial District,40.70710710727048,-74.0106654452127,Pita Press,40.707341404166726,-74.0084699771627,Greek Restaurant,4d70421f766da143df754bad,-1,8.2,48
628,Financial District,40.70710710727048,-74.0106654452127,CAVA,40.705912,-74.0087867,Mediterranean Restaurant,5cf62af9cb3fd2002c8e8a4c,-1,8.2,4
629,Financial District,40.70710710727048,-74.0106654452127,Luke's Lobster,40.70451367887507,-74.01086390018463,Seafood Restaurant,4db739d841592dd82ee2b3dd,-1,9.0,142
630,Financial District,40.70710710727048,-74.0106654452127,La Parisienne,40.70942332606939,-74.00999194450296,French Restaurant,5a47a5e4e679bc7b226989ca,-1,8.6,14
631,Financial District,40.70710710727048,-74.0106654452127,Tacombi Taqueria,40.704604,-74.011706,Mexican Restaurant,5e49a1bcfdc6610008c22de9,-1,8.6,2
632,Financial District,40.70710710727048,-74.0106654452127,Blue Park Kitchen,40.70650307601242,-74.00807663263792,American Restaurant,5bcdfcde6f0aa2002cf48436,-1,8.1,2
633,Financial District,40.70710710727048,-74.0106654452127,Nish Nush,40.709418,-74.008056,Falafel Restaurant,564cb952498e133963c04186,-1,8.6,41
634,Financial District,40.70710710727048,-74.0106654452127,Dig Inn,40.7062847,-74.00701149999999,American Restaurant,4a7ef289f964a52058f21fe3,-1,8.3,87
635,Financial District,40.70710710727048,-74.0106654452127,The Kati Roll Company,40.70911435070483,-74.0090911929708,Indian Restaurant,5b770657c0cacb002c89bc63,-1,7.8,3
636,Financial District,40.70710710727048,-74.0106654452127,Giardino D'oro,40.70754838388947,-74.00724936519595,Italian Restaurant,4bb54fe02f70c9b6c6188430,-1,8.0,18
637,Financial District,40.70710710727048,-74.0106654452127,Go! Go! Curry,40.709854,-74.00901,Japanese Curry Restaurant,512a6086e4b023dd9c27e82d,-1,8.2,40
638,Financial District,40.70710710727048,-74.0106654452127,Maestro Pasta,40.709337,-74.007769,Italian Restaurant,5d4861420372ce0007e23375,-1,8.3,5
639,Financial District,40.70710710727048,-74.0106654452127,Tajin,40.707778056057776,-74.0135068599164,Mexican Restaurant,4a524983f964a5207fb11fe3,-1,7.7,53
640,Financial District,40.70710710727048,-74.0106654452127,Harry's Italian Pizza Bar,40.7076335455641,-74.00699585960496,Italian Restaurant,4a4560a7f964a5201aa81fe3,-1,8.0,141
641,Financial District,40.70710710727048,-74.0106654452127,Nobu Downtown,40.7107732,-74.0095804,Japanese Restaurant,4b60c708f964a520d0f829e3,-1,8.8,86
642,Carnegie Hill,40.7826825671257,-73.95325646837112,Sfoglia,40.78341910209419,-73.95276825117784,Italian Restaurant,4bb4d86886a8d13a83f8de7f,-1,8.3,55
643,Carnegie Hill,40.7826825671257,-73.95325646837112,Dig Inn,40.7803316,-73.9547278,American Restaurant,58013f59d67c96d4d3d065a5,-1,9.0,39
644,Carnegie Hill,40.7826825671257,-73.95325646837112,Table d'Hote,40.784492,-73.955712,French Restaurant,4b9d2218f964a5207e9236e3,-1,8.3,20
645,Carnegie Hill,40.7826825671257,-73.95325646837112,Paola's Restaurant,40.784654658028686,-73.95586922764777,Restaurant,4b38f360f964a520e55225e3,-1,8.4,34
646,Carnegie Hill,40.7826825671257,-73.95325646837112,Korali Estiatorio,40.78329812668185,-73.95077651849206,Mediterranean Restaurant,555fb704498efee5388288b8,-1,7.7,10
647,Carnegie Hill,40.7826825671257,-73.95325646837112,Naruto Ramen,40.781074157721534,-73.95229932939817,Ramen Restaurant,4a80d380f964a52046f61fe3,1,7.6,161
648,Carnegie Hill,40.7826825671257,-73.95325646837112,Wok 88,40.78026277911913,-73.95291982882567,Chinese Restaurant,49d6a64cf964a520f45c1fe3,1,7.8,43
649,Carnegie Hill,40.7826825671257,-73.95325646837112,juice press,40.78471805756784,-73.95599508387745,Vegetarian / Vegan Restaurant,51e4981b498e7d2264d8eff2,-1,8.1,9
650,Carnegie Hill,40.7826825671257,-73.95325646837112,Ooki Sushi,40.78038747016689,-73.95282501522071,Sushi Restaurant,4bb90fe01261d13a6547e998,1,7.7,37
